base_seed,bler,cb_bler,cb_errors,cdd_delay_vector,ce_method,ce_nmse_branch,ce_nmse_eff,channel_model,coded_bits,common_random_numbers,cond_number,data_re,delay_spread_ns,dmrs_overhead,dmrs_spacing_sc,dmrs_symbols,effective_rank,goodput_bits_per_slot,goodput_se_per_re,mcs_index,mcs_table,n_cbs,n_dmrs_re,n_rx,n_trials,n_tx,noise_var,pdsch_rb,pdsch_symbols,prg_codebook,prg_size_rb,scenario_id,snr_db,speed_kmh,tb_errors,tbs_bits,tx_scheme,variant_id
1403846836,1.0,1.0,80,"0,32",RECON_BASIS_LMMSE,0.15095633718273346,0.06684545899157168,tdl,22272,True,4430128729269.439,5568,100.0,0.03333333333333333,6,2,11.184010801402852,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,structural_basis_d32
2291976224,0.1,0.0625,5,"0,32",RECON_BASIS_LMMSE,0.11768288382925343,0.0320978498025644,tdl,22272,True,4430128729269.439,5568,100.0,0.03333333333333333,6,2,11.184010801402852,11272.5,2.0245150862068964,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,2,12024,CDD,structural_basis_d32
3711766540,0.0,0.0,0,"0,32",RECON_BASIS_LMMSE,0.10990418842490948,0.016396408973536926,tdl,22272,True,4430128729269.439,5568,100.0,0.03333333333333333,6,2,11.184010801402852,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,structural_basis_d32
437165307,0.0,0.0,0,"0,32",RECON_BASIS_LMMSE,0.10478804930262557,0.008869865251169052,tdl,22272,True,4430128729269.439,5568,100.0,0.03333333333333333,6,2,11.184010801402852,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,structural_basis_d32
1403846836,1.0,1.0,80,"0,8",IDEAL_CSI,0.0,0.0,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,ideal_csi_d8
2291976224,0.1,0.05,4,"0,8",IDEAL_CSI,0.0,0.0,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,11422.8,2.0515086206896553,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,2,12024,CDD,ideal_csi_d8
3711766540,0.0,0.0,0,"0,8",IDEAL_CSI,0.0,0.0,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.15848931924611134,48,10,qpsk_dft,4,fig10_static_ds100,8.0,0.0,0,12024,CDD,ideal_csi_d8
437165307,0.0,0.0,0,"0,8",IDEAL_CSI,0.0,0.0,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.06309573444801933,48,10,qpsk_dft,4,fig10_static_ds100,12.0,0.0,0,12024,CDD,ideal_csi_d8
1403846836,1.0,1.0,80,"0,16",IDEAL_CSI,0.0,0.0,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,0.0,0.0,8,nr_256qam,4,192,4,20,2,1.0,48,10,qpsk_dft,4,fig10_static_ds100,0.0,0.0,20,12024,CDD,ideal_csi_d16
2291976224,0.0,0.0,0,"0,16",IDEAL_CSI,0.0,0.0,tdl,22272,True,nan,5568,100.0,0.03333333333333333,6,2,nan,12024.0,2.1594827586206895,8,nr_256qam,4,192,4,20,2,0.3981071705534972,48,10,qpsk_dft,4,fig10_static_ds100,4.0,0.0,0,12024,CDD,ideal_csi_d16
